公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称
002117,东港股份,东港股份有限公司,TUNGKONG INC.,山东省济南市山大北路23号,2117,东港股份
002118,紫鑫药业,吉林紫鑫药业股份有限公司,"Jilin Zixin Pharmaceutical Industrial Co., Ltd.",吉林省通化市柳河县英利路88号,2118,紫鑫药业
002119,康强电子,宁波康强电子股份有限公司,"Ningbo Kangqiang Electronics Co., Ltd.",浙江省宁波市鄞州投资创业中心金源路988号,2119,康强电子
002120,新海股份,宁波新海电气股份有限公司,"NINGBO XINHAI ELECTRIC CO., LTD",浙江省慈溪市崇寿镇永清南路8号,2120,新海股份
002121,科陆电子,深圳市科陆电子科技股份有限公司,"SHENZHEN CLOU ELECTRONICS CO.,LTD.",广东省深圳市南山区高新技术产业园南区T2栋A、B区五楼,2121,科陆电子
002122,天马股份,天马轴承集团股份有限公司,"TIANMA BEARING GROUP CO., LTD.",浙江省杭州市石祥路208号,2122,天马股份
002123,荣信股份,荣信电力电子股份有限公司,RONGXIN POWER ELECTRONIC CO.，LTD.,辽宁省鞍山市高新区鞍千路261号,2123,荣信股份
002124,天邦股份,宁波天邦股份有限公司,"Ningbo Tech-bank Co.,Ltd.",浙江省余姚市玉立路55号阳光国际大厦A座1805-1807,2124,天邦股份
002125,湘潭电化,湘潭电化科技股份有限公司,"XIANGTAN ELECTROCHEMICAL SCIENTIFIC CO.,LTD.",湖南省湘潭市滴水埠,2125,湘潭电化
002126,银轮股份,浙江银轮机械股份有限公司,"Zhejiang Yinlun Machinery Co., LTD",浙江省天台县福溪街道交通运输机械工业园区,2126,银轮股份
002127,*ST新民,江苏新民纺织科技股份有限公司,"Jiangsu Xinmin Textile Science & Technology Co., Ltd.",江苏省吴江市盛泽镇五龙路22号,2127,*ST新民
002128,露天煤业,内蒙古霍林河露天煤业股份有限公司,HUOLINHE OPENCUT COAL INDUSTRY CORPORATION LIMITED OFINNERMONGOLIA,内蒙古自治区霍林郭勒市哲里木大街（霍矿珠斯花区）,2128,露天煤业
002129,中环股份,天津中环半导体股份有限公司,"TIANJIN ZHONGHUAN SEMICONDUCTOR CO., LTD.",天津市新技术产业园区华苑产业区（环外）海泰东路12号,2129,中环股份
002130,沃尔核材,深圳市沃尔核材股份有限公司,"SHENZHEN WOER HEAT-SHRINKABLE MATERIAL CO.,LTD",广东省深圳市坪山新区兰景北路沃尔工业园,2130,沃尔核材
002131,利欧股份,利欧集团股份有限公司,"LEO GROUP CO.,LTD.",浙江省温岭市滨海镇利欧路1号,2131,利欧股份
002132,恒星科技,河南恒星科技股份有限公司,"Henan Hengxing Science & Technology CO.,LTD.",河南省巩义市康店镇焦湾村伊洛北路121号,2132,恒星科技
002133,广宇集团,广宇集团股份有限公司,"Cosmos Group Co.,Ltd.",浙江省杭州市平海路8号,2133,广宇集团
002134,*ST普林,天津普林电路股份有限公司,TIANJIN PRINTRONICS CIRCUIT CORPORATION,天津市空港经济区航海路53号,2134,*ST普林
002135,东南网架,浙江东南网架股份有限公司,"Zhejiang Southeast Space Frame Co., Ltd.",浙江省杭州市萧山区衙前镇,2135,东南网架
002136,安 纳 达,安徽安纳达钛业股份有限公司,"ANHUI ANNADA TITANIUM INDUSTRY CO.,LTD.",安徽省铜陵市铜官大道,2136,安 纳 达
002137,实 益 达,深圳市实益达科技股份有限公司,"SHENZHEN SEA STAR TECHNOLOGY CO., LTD.",广东省深圳市龙岗区宝龙工业城宝龙六路实益达科技园,2137,实 益 达
002138,顺络电子,深圳顺络电子股份有限公司,"Shenzhen Sunlord Electronics Co.,Ltd.",广东省深圳市宝安区观澜街道大富苑工业区顺络观澜工业园,2138,顺络电子
002139,拓邦股份,深圳拓邦股份有限公司,"SHENZHEN TOPBAND CO., LTD.",广东省深圳市南山区高新技术产业园清华大学研究院B区403-414房,2139,拓邦股份
002140,东华科技,东华工程科技股份有限公司,East China Engineering Science and Technology Co.，Ltd.,安徽省合肥市长江西路669号高新技术产业开发区内,2140,东华科技
002141,蓉胜超微,广东蓉胜超微线材股份有限公司,"GUANGDONG RONSEN SUPER MICRO-WIRE CO., LTD.",广东省珠海市金湾区三灶镇三灶科技工业园,2141,蓉胜超微
002142,宁波银行,宁波银行股份有限公司,"BANK OF NINGBO CO., LTD",浙江省宁波市鄞州区宁南南路700号,2142,宁波银行
002143,高金食品,四川高金食品股份有限公司,"Sichuan Gaojin Food Co.,Ltd.",四川省遂宁市滨江南路666号,2143,高金食品
002144,宏达高科,宏达高科控股股份有限公司,"Hongda High-Tech Holding Co.,Ltd.",浙江省海宁市许村镇建设路118号,2144,宏达高科
002145,中核钛白,中核华原钛白股份有限公司,"CNNC HUA YUAN TITANIUM DIOXIDE CO.,LTD",甘肃省嘉峪关市和诚西路359号二楼,2145,中核钛白
002146,荣盛发展,荣盛房地产发展股份有限公司,"RiseSun Real Estate Development Co.,Ltd",河北省廊坊市经济技术开发区祥云道81号,2146,荣盛发展
002147,方圆支承,马鞍山方圆回转支承股份有限公司,"Maanshan Fangyuan Slewing Ring CO., LTD.",安徽省马鞍山市经济技术开发区超山西路,2147,方圆支承
002148,北纬通信,北京北纬通信科技股份有限公司,"BEIJING BEWINNER COMMUNICATIONS CO., LTD.",北京市丰台区西四环南路19号九号楼247室,2148,北纬通信
002149,西部材料,西部金属材料股份有限公司,WESTERN METAL MATERIALS CO. LTD,陕西省西安市高新技术产业开发区科技三路56号,2149,西部材料
002150,通润装备,江苏通润装备科技股份有限公司,"JIANGSU TONGRUN EQUIPMENT TECHNOLOGY CO.,LTD.",江苏省常熟市海虞镇周行通港工业开发区,2150,通润装备
002151,北斗星通,北京北斗星通导航技术股份有限公司,"Beijing BDStar Navigation Co.,Ltd.",北京市海淀区中关村永丰高新技术产业基地丰贤东路7号北斗星通大厦,2151,北斗星通
002152,广电运通,广州广电运通金融电子股份有限公司,"GRG Banking Equipment Co., Ltd.",广东省广州市萝岗区科学城科林路9号,2152,广电运通
002153,石基信息,北京中长石基信息技术股份有限公司,"Beijing Shiji Information Technology Co., Ltd.",北京市海淀区复兴路甲65号-A11层,2153,石基信息
002154,报 喜 鸟,浙江报喜鸟服饰股份有限公司,"ZHEJIANG BAOXINIAO GARMENT CO.,LTD.",浙江省永嘉县瓯北镇报喜鸟工业区,2154,报 喜 鸟
002155,辰州矿业,湖南辰州矿业股份有限公司,"Chenzhou Mining Group Co.,Ltd.",湖南省沅陵县官庄镇,2155,辰州矿业
002156,通富微电,南通富士通微电子股份有限公司,"NANTONG FUJITSU MICROELECTRONICS CO.,LTD.　",江苏省南通市崇川开发区崇川路288号,2156,通富微电
002157,正邦科技,江西正邦科技股份有限公司,"JIANGXI ZHENGBANG TECHNOLOGY CO.,LTD.",江西省南昌市高新技术开发区艾溪湖一路569号,2157,正邦科技
002158,汉钟精机,上海汉钟精机股份有限公司,"SHANGHAI HANBELL PRECISE MACHINERY CO.,LTD.",上海市金山区枫泾工业开发区亭枫公路8289号,2158,汉钟精机
002159,三特索道,武汉三特索道集团股份有限公司,"Wuhan Sante Cableways Group Co.,Ltd.",湖北省武汉市武昌区黄鹂路88号1号楼,2159,三特索道
002160,*ST常铝,江苏常铝铝业股份有限公司,"JIANGSU ALCHA ALUMINUM CO.,LTD.",江苏省常熟市白茆镇西,2160,*ST常铝
002161,远 望 谷,深圳市远望谷信息技术股份有限公司,"Invengo Information Technology Co., Ltd",广东省深圳市南山区高新技术产业园区南区T2栋B座3层,2161,远 望 谷
002162,斯米克,上海斯米克控股股份有限公司,"Shanghai CIMIC holdings CO.,Ltd",上海市闵行区浦江镇三鲁公路2121号,2162,斯米克
002163,中航三鑫,中航三鑫股份有限公司,"AVIC SANXIN HOLDING CO.,LTD",广东省深圳市南山区南海大道2061号新保辉大厦17层,2163,中航三鑫
002164,宁波东力,宁波东力股份有限公司,"Ningbo Donly Co.,LTD",浙江省宁波市江北区银海路1号,2164,宁波东力
002165,红 宝 丽,南京红宝丽股份有限公司,NANJING HONGBAOLI CORPORATION，LTD.,江苏省南京市高淳县经济开发区双高路29号,2165,红 宝 丽
002166,莱茵生物,桂林莱茵生物科技股份有限公司,Guilin Layn Natural Ingredients Corp.,广西壮族自治区桂林市临桂县西城南路秧塘工业园,2166,莱茵生物
002167,东方锆业,广东东方锆业科技股份有限公司,"GUANGDONG ORIENT ZIRCONIC IND SCI & TECH CO.,LTD.",广东省汕头市澄海区莱美路宇田科技园,2167,东方锆业
002168,深圳惠程,深圳市惠程电气股份有限公司,"SHENZHEN HIFUTURE ELECTRIC CO.,LTD.",广东省深圳市龙岗区大工业区兰景路以东、锦绣路以南惠程科技工业厂区,2168,深圳惠程
002169,智光电气,广州智光电气股份有限公司,"GUANGZHOU ZHIGUANG ELECTRIC CO.,LTD.",广东省广州市黄埔区云埔工业区埔南路51号,2169,智光电气
002170,芭田股份,深圳市芭田生态工程股份有限公司,"SHENZHEN BATIAN ECOTYPIC ENGINEERING CO., LTD.",广东省深圳市南山区高新技术园粤兴二道10号7-8楼,2170,芭田股份
002171,精诚铜业,安徽精诚铜业股份有限公司,"Anhui Jingcheng Copper Share CO.,LTD.",安徽省芜湖市九华北路8号,2171,精诚铜业
002172,澳洋科技,江苏澳洋科技股份有限公司,Jiangsu Aoyang Technology Corporation Limited.,江苏省张家港市杨舍镇塘市镇中路018号,2172,澳洋科技
002173,千足珍珠,千足珍珠集团股份有限公司,"PURE PEARL GROUP CO., LTD.",浙江省诸暨市山下湖镇郑家湖村,2173,千足珍珠
002174,梅 花 伞,梅花伞业股份有限公司,"Susino Umbrella Co., Ltd.",福建省晋江市东石镇安东工业区,2174,梅 花 伞
002175,广陆数测,桂林广陆数字测控股份有限公司,"Guilin Guanglu Measuring Instrument Co., Ltd.",广西壮族自治区桂林国家高新区5号区,2175,广陆数测
002176,江特电机,江西特种电机股份有限公司,"JIANGXI SPECIAL ELECTRIC MOTOR CO.,LTD",江西省宜春市环城南路581号,2176,江特电机
002177,御银股份,广州御银科技股份有限公司,"Guangzhou KingTeller Technology Co., Ltd.",广东省广州市五山路248号金山大厦26层06、10房,2177,御银股份
002178,延华智能,上海延华智能科技(集团)股份有限公司,SHANGHAI YANHUA SMARTECH GROUP CO.，LTD.,上海市普陀区西康路1255号6楼602室,2178,延华智能
002179,中航光电,中航光电科技股份有限公司,"China Aviation Optical-Electrical Technology Co., Ltd",河南省洛阳高新技术开发区周山路10号,2179,中航光电
002180,万 力 达,珠海万力达电气股份有限公司,"Zhuhai Wanlida electric Co., Ltd.",广东省珠海市高新区科技创新海岸科技一路万力达继保科技园,2180,万 力 达
002181,粤 传 媒,广东广州日报传媒股份有限公司,"Guangdong Guangzhou Daily Media Co.,Ltd.",广东省广州市白云区增槎路1113号,2181,粤 传 媒
002182,云海金属,南京云海特种金属股份有限公司,"NANJING YUNHAI SPECIAL METALS CO., LTD.",江苏省南京市溧水经济开发区秀山东路9号,2182,云海金属
002183,怡 亚 通,深圳市怡亚通供应链股份有限公司,Eternal Asia Supply Chain Management Ltd.,广东省深圳市福田区深南中路3039号国际文化大厦2701B、2703号,2183,怡 亚 通
002184,海得控制,上海海得控制系统股份有限公司,Shanghai Hi-tech Control System Co.，Ltd,上海市闵行区漕河泾开发区浦江高科技园新骏环路777号,2184,海得控制
002185,华天科技,天水华天科技股份有限公司,"Tianshui Huatian Technology Co.,Ltd.",甘肃省天水市秦州区双桥路14号,2185,华天科技
002186,全 聚 德,中国全聚德(集团)股份有限公司,"CHINA QUANJUDE(GROUP) CO.,LTD",北京市宣武区前门西河沿217号,2186,全 聚 德
002187,广百股份,广州市广百股份有限公司,"Guangzhou Grandbuy Co., Ltd.",广东省广州市越秀区西湖路12号,2187,广百股份
002188,新 嘉 联,浙江新嘉联电子股份有限公司,"ZHEJIANG NEW JIALIAN ELECTRONICS CO., LTD",浙江省嘉善县经济开发区东升路36号,2188,新 嘉 联
002189,利达光电,利达光电股份有限公司,"LIDA OPTICAL AND ELECTRONIC CO.,LTD",河南省南阳市中州路254号,2189,利达光电
002190,成飞集成,四川成飞集成科技股份有限公司,SICHUAN CHENGFEI INTEGRATION TECHNOLOGY CORP.LTD,四川省成都市青羊区日月大道666号一栋,2190,成飞集成
002191,劲嘉股份,深圳劲嘉彩印集团股份有限公司,"SHENZHEN JINJIA COLOR PRINTING GROUP CO.,LTD.",广东省深圳市南山区高新技术产业园区科技中二路劲嘉科技大厦18-19层,2191,劲嘉股份
002192,路翔股份,路翔股份有限公司,"Luxiang Co.,LTD.",广东省广州市高新技术产业开发区科学城揽月路80号广州科技创新基地D区第五层501-503单元,2192,路翔股份
002193,山东如意,山东济宁如意毛纺织股份有限公司,"SHANDONG JINING RUYI WOOLEN TEXTILE Co.,Ltd",山东省济宁市高新区如意工业园,2193,山东如意
002194,武汉凡谷,武汉凡谷电子技术股份有限公司,"Wuhan Fingu Electronic Technology Co., LTD.",湖北省武汉市洪山区关东科技园三号区二号楼,2194,武汉凡谷
002195,海隆软件,上海海隆软件股份有限公司,"SHANGHAI HYRON SOFTWARE Co., LTD.",上海市宜山路700号85幢6楼,2195,海隆软件
002196,方正电机,浙江方正电机股份有限公司,"ZHEJIANG FOUNDER MOTOR CO.,LTD.",浙江省丽水生态产业集聚区(经济开发区)石牛路73号,2196,方正电机
002197,证通电子,深圳市证通电子股份有限公司,"Shenzhen Zhengtong Electronics CO.,LTD.",广东省深圳市南山区南油天安工业村八座3A,2197,证通电子
002198,嘉应制药,广东嘉应制药股份有限公司,"GUANGDONG JIAYING PHARMACEUTICAL CO., LTD.",广东省梅州市东升工业园B区,2198,嘉应制药
002199,东晶电子,浙江东晶电子股份有限公司,"ZHEJIANG EAST CRYSTAL ELECTRONIC CO., LTD",浙江省金华市宾虹西路555号,2199,东晶电子
002200,绿大地,云南绿大地生物科技股份有限公司,"YUNNAN GREENLAND BIOLOGICAL TECHNOLOGY CO., LTD",云南省昆明市经济技术开发区经浦路6号,2200,绿大地
002201,九鼎新材,江苏九鼎新材料股份有限公司,"Jiangsu Jiuding New Material Co., Ltd",江苏省如皋市中山东路1号,2201,九鼎新材
002202,金风科技,新疆金风科技股份有限公司,"XINJIANG GOLDWIND SCIENCE&TECHNOLOGY CO.,LTD",新疆维吾尔自治区乌鲁木齐市经济技术开发区上海路107号,2202,金风科技
002203,海亮股份,浙江海亮股份有限公司,"ZHEJIANG HAILIANG Co.,Ltd.",浙江省诸暨市店口镇工业区,2203,海亮股份
002204,大连重工,大连华锐重工集团股份有限公司,"Dalian Huarui Heavy Industry Group Co.,LTD.",辽宁省大连市西岗区八一路169号,2204,大连重工
002205,国统股份,新疆国统管道股份有限公司,"XINJIANG GUOTONG PIPELINE CO.,LTD",新疆维吾尔自治区乌鲁木齐市林泉西路765号,2205,国统股份
002206,海 利 得,浙江海利得新材料股份有限公司,"Zhejiang Hailide New Material CO.,Ltd.",浙江省海宁市马桥镇经编园区内,2206,海 利 得
002207,准油股份,新疆准东石油技术股份有限公司,"Xinjiang Zhundong Petroleum Technology Co., Ltd.",新疆维吾尔自治区克拉玛依市光明东路17号,2207,准油股份
002208,合肥城建,合肥城建发展股份有限公司,"Hefei Urban Construction Development Co.,LTD",安徽省合肥市长江中路319号仁和大厦23-24层,2208,合肥城建
002209,达 意 隆,广州达意隆包装机械股份有限公司,"GUANGZHOU TECH-LONG PACKAGING MACHINERY CO., LTD.",广东省广州市萝岗区云埔一路23号,2209,达 意 隆
002210,飞马国际,深圳市飞马国际供应链股份有限公司,"Shenzhen FeiMa International Supply Chain Co.,Ltd",广东省深圳市福田区深南大道7008号阳光高尔夫大厦26楼2601室,2210,飞马国际
002211,宏达新材,江苏宏达新材料股份有限公司,"Jiangsu Hongda New Material Co., Ltd.",江苏省扬中市明珠广场,2211,宏达新材
002212,南洋股份,广东南洋电缆集团股份有限公司,"Guang Dong Nan Yang Cable Group Holding Co.,Ltd",广东省汕头市珠津工业区珠津二街1号,2212,南洋股份
002213,特 尔 佳,深圳市特尔佳科技股份有限公司,"Shenzhen Terca Technology Co., LTD",广东省深圳市南山区科技中二路深圳软件园12#楼301,2213,特 尔 佳
002214,大立科技,浙江大立科技股份有限公司,Zhejiang Dali Technology CO.，LTD,浙江省杭州市滨江区滨康路639号,2214,大立科技
002215,诺 普 信,深圳诺普信农化股份有限公司,"SHENZHEN NOPOSION AGROCHEMICALS CO.,LTD.",广东省深圳市宝安区西乡水库路113号,2215,诺 普 信
002216,三全食品,三全食品股份有限公司,"SANQUAN FOOD CO.,LTD",河南省郑州市综合投资区长兴路中段,2216,三全食品
002217,联合化工,山东联合化工股份有限公司,"SHANDONG LIAHERD CHEMICAL INDUSTRY CO.,LTD",山东省沂源县城东风路36号,2217,联合化工
002218,拓日新能,深圳市拓日新能源科技股份有限公司,"SHENZHEN TOPRAYSOLAR CO., LTD.",广东省深圳市南山区侨城北路香年广场[南区]主楼（A座）栋―座8层802、803、804号房,2218,拓日新能
002219,恒康医疗,恒康医疗集团股份有限公司,"Hengkang medical Group Co.,LTD.",甘肃省康县王坝独一味工业园区,2219,恒康医疗
002220,天宝股份,大连天宝绿色食品股份有限公司,"Dalian Tianbao Green Foods Co., Ltd.",辽宁省大连市金州区拥政街道三里村624号,2220,天宝股份
002221,东华能源,东华能源股份有限公司,"ORIENTAL ENERGY CO., LTD.",江苏省张家港保税区出口加工区东华路668号,2221,东华能源
002222,福晶科技,福建福晶科技股份有限公司,CASTECH Inc.,福建省福州市鼓楼区软件大道89号福州软件园F区9号楼,2222,福晶科技
002223,鱼跃医疗,江苏鱼跃医疗设备股份有限公司,"JIANGSU YUYUE MEDICAL EQUIPMENT & SUPPLY CO., LTD.",江苏省丹阳市云阳工业园(振新路南),2223,鱼跃医疗
002224,三 力 士,三力士股份有限公司,"Sanlux Co.,Ltd.",浙江省绍兴县柯岩街道余渚村,2224,三 力 士
002225,濮耐股份,濮阳濮耐高温材料（集团）股份有限公司,"Puyang Refractories Group Co., Ltd",河南省濮阳县西环路中段,2225,濮耐股份
002226,江南化工,安徽江南化工股份有限公司,"ANHUI JIANGNAN CHEMICAL INDUSTRY CO.,LTD.",安徽省宁国市港口镇分界山,2226,江南化工
002227,奥 特 迅,深圳奥特迅电力设备股份有限公司,"SHENZHEN AUTO ELECTRIC POWER PLANT CO., LTD.",广东省深圳市南山区高新南一道29号厂房南座二层D区,2227,奥 特 迅
002228,合兴包装,厦门合兴包装印刷股份有限公司,"Xiamen Hexing Packaging Printing Co.,Ltd",福建省厦门市同安区同集北路556号,2228,合兴包装
002229,鸿博股份,鸿博股份有限公司,"HONGBO CO.,LTD.",福建省福州市金山开发区金达路136号,2229,鸿博股份
002230,科大讯飞,安徽科大讯飞信息科技股份有限公司,"ANHUI USTC iFLYTEK CO.,LTD",安徽省合肥市高新开发区望江西路666号,2230,科大讯飞
002231,奥维通信,奥维通信股份有限公司,"ALLWIN TELECOMMUNICATION CO., Ltd.",辽宁省沈阳市浑南新区高歌路6号,2231,奥维通信
002232,启明信息,启明信息技术股份有限公司,"QiMing Information Technology Co.,Ltd",吉林省长春净月经济开发区福祉大路1016号,2232,启明信息
002233,塔牌集团,广东塔牌集团股份有限公司,"Guangdong Tapai Group Co., Ltd",广东省梅州市蕉岭县蕉城镇（塔牌大厦）,2233,塔牌集团
002234,民和股份,山东民和牧业股份有限公司,"SHANDONG MINHE ANIMAL HUSBANDRY CO,.LTD",山东省烟台蓬莱市西郊,2234,民和股份
002235,安妮股份,厦门安妮股份有限公司,Xiamen Anne Corporation Limited,福建省厦门市集美区杏林锦园南路99号,2235,安妮股份
002236,大华股份,浙江大华技术股份有限公司,"Zhejiang Dahua Technology Co.,Ltd.",浙江省杭州市滨江区滨安路1187号,2236,大华股份
002237,恒邦股份,山东恒邦冶炼股份有限公司,"Shandong Humon Smelting Co., Ltd.",山东省烟台市牟平区水道镇,2237,恒邦股份
002238,天威视讯,深圳市天威视讯股份有限公司,"SHENZHEN TOPWAY VIDEO COMMUNICATION CO., LTD.",广东省深圳市福田区彩田路6001号,2238,天威视讯
002239,金 飞 达,江苏金飞达服装股份有限公司,"Jiangsu Kingfield Garments Co.,Ltd.",江苏省南通高新技术产业开发区文昌路666号,2239,金 飞 达
002240,威华股份,广东威华股份有限公司,GUANGDONG WEIHUA CORPORATION,广东省梅州市梅县西阳镇龙坑村,2240,威华股份
002241,歌尔声学,歌尔声学股份有限公司,GoerTek Inc.,山东省潍坊高新技术产业开发区东方路268号,2241,歌尔声学
002242,九阳股份,九阳股份有限公司,Joyoung Company Limited,山东省济南市槐荫区美里路999号,2242,九阳股份
002243,通产丽星,深圳市通产丽星股份有限公司,"Shenzhen Beautystar Co., Ltd",广东省深圳市龙岗区龙岗大道(坪地段)1001号,2243,通产丽星
002244,滨江集团,杭州滨江房产集团股份有限公司,"Hangzhou Binjiang Real Estate Group Co.,Ltd.",浙江省杭州市庆春东路38号,2244,滨江集团
002245,澳洋顺昌,江苏澳洋顺昌股份有限公司,"JIANGSU AUCKSUN Co., Ltd.",江苏省张家港市杨舍镇新泾中路10号,2245,澳洋顺昌
002246,北化股份,四川北方硝化棉股份有限公司,SICHUAN NITROCELL CO.，LTD,四川省泸州市高坝,2246,北化股份
002247,帝龙新材,浙江帝龙新材料股份有限公司,"Zhejiang Dilong New Material Co.,Ltd.",浙江省临安市玲珑街道玲珑工业区环南路1958号,2247,帝龙新材
002248,华东数控,威海华东数控股份有限公司,"WEIHAI HUADONG AUTOMATION CO.,LTD",山东省威海经济技术开发区环山路698号,2248,华东数控
002249,大洋电机,中山大洋电机股份有限公司,"ZHONGSHAN BROAD-OCEAN MOTOR CO.,LTD",广东省中山市西区沙朗第三工业区,2249,大洋电机
002250,联化科技,联化科技股份有限公司,"LIANHE CHEMICAL TECHNOLOGY CO.,LTD.",浙江省台州市黄岩区江口经济开发区永椒路8号,2250,联化科技
002251,步 步 高,步步高商业连锁股份有限公司,"Better Life Commercial Chain Share Co.,Ltd",湖南省湘潭市韶山西路309号步步高大厦,2251,步 步 高
002252,上海莱士,上海莱士血液制品股份有限公司,"Shanghai RAAS Blood Products Co.,Ltd.",上海市奉贤区望园路2009号,2252,上海莱士
002253,川大智胜,四川川大智胜软件股份有限公司,"Wisesoft Co.,Ltd.",四川省成都市武科东一路七号,2253,川大智胜
002254,泰和新材,烟台泰和新材料股份有限公司,"YANTAI TAYHO ADVANCED MATERIALS CO.,LTD.",山东省烟台经济技术开发区黑龙江路10号,2254,泰和新材
002255,海陆重工,苏州海陆重工股份有限公司,"Suzhou Hailu Heavy Industry Co., Ltd",江苏省张家港市人民西路1号,2255,海陆重工
002256,彩虹精化,深圳市彩虹精细化工股份有限公司,"SHENZHEN RAINBOW FINE CHEMICAL INDUSTRY CO., LTD.",广东省深圳市宝安区石岩镇上屋彩虹工业城,2256,彩虹精化
002258,利尔化学,利尔化学股份有限公司,"Lier Chemical Co.,LTD",四川省绵阳经济技术开发区,2258,利尔化学
002259,升达林业,四川升达林业产业股份有限公司,"SICHUAN SHENGDA FORESTRY INDUSTRY CO., LTD",四川省成都市锦江区东华正街42号,2259,升达林业
002260,伊 立 浦,广东伊立浦电器股份有限公司,"Guangdong Elecpro Electric Appliance Holding Co., Ltd.",广东省佛山市南海区松岗松夏工业园工业大道西,2260,伊 立 浦
002261,拓维信息,拓维信息系统股份有限公司,"TALKWEB INFORMATION SYSTEM CO.,LTD.",湖南省长沙市岳麓区桐梓坡西路298号,2261,拓维信息
002262,恩华药业,江苏恩华药业股份有限公司,Jiangsu Nhwa Pharmaceutical Co.，LTD,江苏省徐州市中山北路289号,2262,恩华药业
002263,大 东 南,浙江大东南股份有限公司,"Zhejiang Great Southeast Co.,Ltd",浙江省诸暨市城西工业区,2263,大 东 南
002264,新 华 都,新华都购物广场股份有限公司,"NEW HUA DU SUPERCENTER CO.,LTD.",福建省厦门市思明区吕岭路2号14C室,2264,新 华 都
002265,西仪股份,云南西仪工业股份有限公司,"YUNNAN XIYI INDUSTRY CO., LTD.",云南省昆明市西山区海口镇山冲,2265,西仪股份
002266,浙富控股,浙富控股集团股份有限公司,"ZHEFU HOLDING GROUP CO.,LTD.",浙江省桐庐经济开发区梅林路699号B幢206室,2266,浙富控股
002267,陕天然气,陕西省天然气股份有限公司,"ShaanXi Provincial Natural Gas Co.,Ltd.",陕西省西安经济技术开发区A1区开元路2号,2267,陕天然气
